historical_case_id,district_id,withdrawal_location_id,fraud_type,fraud_amount,transaction_hour,city,latitude,longitude,account_risk,transaction_velocity,distance_to_location,atm_density,historical_similarity,withdrawal_zone,outcome
HC30729,TN03,OSM01513,SIM Swap,224944.92,2,Chennai,13.0742,80.2278,0.65,12,1.04,10,0.96,OSM01513,Withdrawal Attempted
HC30730,TN11,OSM00837,Phishing,115075.69,12,Karur,11.0745,78.0076,0.56,16,10.65,9,0.77,OSM00837,Withdrawal Detected
HC30731,TN38,OSM01376,Loan Fraud,181840.36,22,Virudhunagar,9.1658,77.8755,0.88,19,25.94,20,0.25,OSM01376,Withdrawal Attempted
HC30732,TN35,OSM00029,UPI Fraud,209890.55,0,The Nilgiris,11.3669,76.7666,0.58,8,20.55,15,0.17,OSM00029,Withdrawal Attempted
HC30733,TN38,OSM00693,Card Skimming,153565.03,18,Virudhunagar,9.5891,77.9537,0.63,7,41.98,14,0.51,OSM00693,Withdrawal Detected
HC30734,TN10,OSM00740,UPI Fraud,83572.8,2,Kancheepuram,12.6649,79.5404,0.65,6,19.87,5,0.92,OSM00740,Withdrawal Detected
HC30735,TN13,OSM01463,Investment Scam,268248.42,6,Madurai,9.9321,78.0939,0.87,18,11.26,3,0.71,OSM01463,Withdrawal Attempted
HC30736,TN03,OSM00017,UPI Fraud,141770.49,20,Chennai,13.033,80.1615,0.68,24,36.52,13,0.29,OSM00017,Withdrawal Detected
HC30737,TN03,OSM00054,Loan Fraud,56423.64,5,Chennai,13.0676,80.209,0.9,13,49.15,15,0.31,OSM00054,Withdrawal Attempted
HC30738,TN16,OSM00804,Identity Theft,209254.01,13,Kanniyakumari,8.1642,77.6346,0.76,14,6.9,3,0.74,OSM00804,Withdrawal Detected
HC30739,TN16,OSM01068,UPI Fraud,45413.32,0,Kanniyakumari,8.1479,77.5705,0.59,23,3.93,6,0.71,OSM01068,Withdrawal Detected
HC30740,TN30,OSM00304,Card Skimming,227545.23,19,Tiruchirappalli,10.8272,78.6849,0.62,8,6.37,4,0.62,OSM00304,Withdrawal Attempted
HC30741,TN16,OSM00802,Job Fraud,208488.71,4,Kanniyakumari,8.1897,77.7001,0.84,18,35.51,16,0.62,OSM00802,Withdrawal Detected
HC30742,TN30,OSM00299,SIM Swap,38388.88,18,Tiruchirappalli,10.8053,78.732,0.75,13,4.91,15,0.53,OSM00299,No Activity
HC30743,TN03,OSM00794,Investment Scam,143035.92,0,Chennai,13.0531,80.2466,0.47,4,19.93,18,0.3,OSM00794,Withdrawal Detected
HC30744,TN21,OSM01275,Identity Theft,197640.05,3,Ranipet,12.9325,79.3313,0.99,7,42.42,11,0.8,OSM01275,No Activity
HC30745,TN04,OSM00732,OTP Fraud,230207.27,1,Coimbatore,11.0135,76.9318,0.91,23,3.49,19,0.52,OSM00732,Withdrawal Attempted
HC30746,TN11,OSM00694,UPI Fraud,148125.67,10,Karur,11.0534,78.0493,0.72,2,25.41,20,0.72,OSM00694,Withdrawal Attempted
HC30747,TN22,OSM00483,Investment Scam,248001.43,17,Salem,11.6714,78.1136,0.71,23,7.04,9,0.68,OSM00483,No Activity
HC30748,TN03,OSM00222,Job Fraud,144736.59,4,Chennai,13.0652,80.208,0.75,18,34.45,8,0.75,OSM00222,No Activity
HC30749,TN37,OSM00552,UPI Fraud,274811.44,7,Viluppuram,11.9397,79.493,0.61,16,9.16,11,0.5,OSM00552,Withdrawal Attempted
HC30750,TN03,OSM00296,SIM Swap,118610.36,11,Chennai,13.0469,80.2358,0.87,24,40.33,17,0.89,OSM00296,Withdrawal Detected
HC30751,TN04,OSM00727,Investment Scam,265044.66,1,Coimbatore,11.0224,76.9369,0.78,10,36.92,4,0.83,OSM00727,Withdrawal Attempted
HC30752,TN29,OSM01189,Card Skimming,96397.3,14,Thoothukudi,8.8057,78.1333,0.65,2,48.37,3,0.69,OSM01189,No Activity
HC30753,TN26,OSM00750,OTP Fraud,274236.96,2,Theni,10.228,77.3514,0.74,11,19.3,11,0.64,OSM00750,Withdrawal Detected
HC30754,TN30,OSM00292,Phishing,237016.89,12,Tiruchirappalli,10.7844,78.7757,0.9,10,31.29,16,0.82,OSM00292,No Activity
HC30755,TN16,OSM00203,OTP Fraud,112410.38,18,Kanniyakumari,8.1749,77.4306,0.78,6,42.74,20,0.48,OSM00203,No Activity
HC30756,TN08,OSM00161,Card Skimming,124914.53,12,Erode,11.3338,77.7043,0.69,4,37.52,17,0.93,OSM00161,Withdrawal Detected
HC30757,TN03,OSM00685,Card Skimming,252024.96,2,Chennai,12.9801,80.2509,0.89,13,36.74,5,0.47,OSM00685,Withdrawal Attempted
HC30758,TN03,OSM00640,Loan Fraud,183456.44,1,Chennai,13.0297,80.2091,0.53,19,30.68,2,0.5,OSM00640,Withdrawal Attempted
HC30759,TN03,OSM00533,Job Fraud,135113.41,11,Chennai,13.0906,80.1782,0.81,15,48.87,3,0.37,OSM00533,Withdrawal Attempted
HC30760,TN37,OSM01293,Card Skimming,163048.63,2,Viluppuram,11.5225,79.3558,0.79,15,38.62,19,0.69,OSM01293,Withdrawal Detected
HC30761,TN03,OSM00510,SIM Swap,4893.68,11,Chennai,12.9227,80.1496,0.5,17,28.18,12,0.67,OSM00510,Withdrawal Detected
HC30762,TN13,OSM01473,OTP Fraud,43543.48,14,Madurai,9.9203,78.1488,0.78,17,40.04,10,0.78,OSM01473,No Activity
HC30763,TN17,OSM00260,Phishing,204213.72,11,Namakkal,11.2189,78.161,0.69,3,41.27,13,0.88,OSM00260,No Activity
HC30764,TN25,OSM00045,Phishing,137173.27,21,Thanjavur,10.7693,79.1132,0.73,8,25.94,15,0.57,OSM00045,Withdrawal Detected
HC30765,TN12,OSM01232,Identity Theft,188835.58,12,Krishnagiri,12.6664,77.9975,0.67,20,6.76,9,0.78,OSM01232,Withdrawal Detected
HC30766,TN04,OSM01246,Job Fraud,124345.41,9,Coimbatore,11.0096,76.9457,0.82,21,45.81,8,0.61,OSM01246,Withdrawal Detected
HC30767,TN22,OSM00355,OTP Fraud,58087.93,10,Salem,11.5389,78.0815,0.64,3,31.1,12,0.7,OSM00355,Withdrawal Attempted
HC30768,TN04,OSM01224,Card Skimming,178855.45,12,Coimbatore,11.1351,77.0346,0.87,18,37.27,13,0.77,OSM01224,Withdrawal Attempted
HC30769,TN30,OSM00472,SIM Swap,255719.46,18,Tiruchirappalli,10.79,78.675,0.46,20,25.8,7,0.3,OSM00472,Withdrawal Detected
HC30770,TN03,OSM00622,Identity Theft,214589.14,20,Chennai,13.0999,80.2147,0.49,15,37.72,17,0.81,OSM00622,Withdrawal Detected
HC30771,TN24,OSM00141,OTP Fraud,153370.52,5,Tenkasi,8.9788,77.4184,0.79,23,29.23,17,0.32,OSM00141,Withdrawal Detected
HC30772,TN04,OSM00026,Loan Fraud,79968.49,1,Coimbatore,10.9969,77.0007,0.7,8,42.64,10,0.54,OSM00026,Withdrawal Attempted
HC30773,TN25,OSM01089,Job Fraud,162380.67,20,Thanjavur,10.9283,79.3583,0.65,9,48.23,20,0.93,OSM01089,Withdrawal Detected
HC30774,TN26,OSM01174,OTP Fraud,118204.01,15,Theni,10.4466,77.5172,0.47,8,41.4,9,0.88,OSM01174,No Activity
HC30775,TN03,OSM00210,Loan Fraud,234351.03,16,Chennai,12.9828,80.1916,0.82,11,13.78,7,0.34,OSM00210,Withdrawal Detected
HC30776,TN30,OSM00303,SIM Swap,160748.51,6,Tiruchirappalli,10.8259,78.6835,0.64,17,3.16,1,0.28,OSM00303,No Activity
HC30777,TN04,OSM00043,Loan Fraud,285020.07,5,Coimbatore,11.0243,77.0064,0.62,12,1.96,16,0.25,OSM00043,Withdrawal Detected
HC30778,TN11,OSM00836,Identity Theft,83495.89,14,Karur,10.9643,78.0468,0.79,4,49.72,9,0.89,OSM00836,No Activity
HC30779,TN22,OSM00343,Investment Scam,150734.13,21,Salem,11.6322,78.1276,0.43,12,21.04,6,0.13,OSM00343,Withdrawal Detected
HC30780,TN03,OSM00930,Loan Fraud,268320.26,11,Chennai,13.1236,80.2015,0.48,3,34.39,4,0.79,OSM00930,Withdrawal Attempted
HC30781,TN05,OSM01211,UPI Fraud,167540.13,11,Cuddalore,11.7624,79.7643,0.7,22,30.16,7,0.82,OSM01211,Withdrawal Detected
HC30782,TN29,OSM01392,UPI Fraud,294686.8,5,Thoothukudi,8.7992,78.1497,0.98,25,35.97,3,0.5,OSM01392,Withdrawal Attempted
HC30783,TN02,OSM00523,OTP Fraud,42403.29,4,Chengalpattu,12.8039,80.2238,0.79,9,18.51,20,0.25,OSM00523,No Activity
HC30784,TN24,OSM00136,Job Fraud,12563.57,11,Tenkasi,8.9125,77.3891,0.94,8,2.94,1,0.43,OSM00136,No Activity
HC30785,TN38,OSM00818,SIM Swap,202522.23,5,Virudhunagar,9.6088,77.9563,0.51,24,37.99,2,0.63,OSM00818,Withdrawal Detected
HC30786,TN12,OSM01184,UPI Fraud,23170.63,22,Krishnagiri,12.7364,77.8268,0.86,20,45.08,14,0.72,OSM01184,Withdrawal Attempted
HC30787,TN14,OSM01097,Identity Theft,16618.09,4,Mayiladuthurai,11.4533,79.5468,0.93,7,28.49,17,0.5,OSM01097,Withdrawal Attempted
HC30788,TN13,OSM00432,Loan Fraud,49294.56,4,Madurai,9.9487,78.1624,0.87,8,24.03,2,0.32,OSM00432,No Activity
HC30789,TN06,OSM00734,Phishing,143813.4,0,Dharmapuri,12.3028,78.0738,0.82,23,20.61,15,0.42,OSM00734,Withdrawal Attempted
HC30790,TN05,OSM01023,Card Skimming,2374.64,16,Cuddalore,11.9579,79.7962,0.79,7,4.82,14,0.27,OSM01023,No Activity
HC30791,TN03,OSM00512,Card Skimming,74566.31,19,Chennai,12.9225,80.1397,0.44,25,43.06,14,0.23,OSM00512,No Activity
HC30792,TN05,OSM01219,UPI Fraud,145911.28,5,Cuddalore,11.772,79.7604,0.62,8,42.62,4,0.97,OSM01219,No Activity
HC30793,TN04,OSM00867,Identity Theft,39100.54,10,Coimbatore,10.5491,77.084,0.98,11,41.54,10,0.69,OSM00867,Withdrawal Attempted
HC30794,TN38,OSM01508,Loan Fraud,199685.18,21,Virudhunagar,9.7428,77.9813,0.48,22,31.33,7,0.5,OSM01508,No Activity
HC30795,TN29,OSM00880,Loan Fraud,296365.58,12,Thoothukudi,8.8042,78.1209,0.73,5,28.04,16,0.21,OSM00880,Withdrawal Attempted
HC30796,TN03,OSM00222,Job Fraud,248523.44,11,Chennai,13.0652,80.208,0.87,15,17.48,10,0.83,OSM00222,Withdrawal Attempted
HC30797,TN03,OSM00538,UPI Fraud,175665.1,6,Chennai,12.9878,80.2557,0.41,5,38.79,6,0.73,OSM00538,No Activity
HC30798,TN37,OSM01003,UPI Fraud,151436.78,18,Viluppuram,11.9246,79.5493,0.83,8,1.92,2,0.5,OSM01003,Withdrawal Attempted
HC30799,TN30,OSM00304,Loan Fraud,93178.09,21,Tiruchirappalli,10.8272,78.6849,0.67,14,4.99,15,0.12,OSM00304,Withdrawal Attempted
HC30800,TN37,OSM00655,Identity Theft,282016.93,11,Viluppuram,11.9355,79.5239,0.77,25,8.96,9,0.87,OSM00655,Withdrawal Detected
HC30801,TN30,OSM00293,Job Fraud,10471.49,6,Tiruchirappalli,10.7845,78.7757,0.4,18,46.47,3,0.93,OSM00293,Withdrawal Detected
HC30802,TN30,OSM00418,Loan Fraud,143385.48,17,Tiruchirappalli,10.7981,78.6855,0.57,17,13.98,18,0.78,OSM00418,Withdrawal Attempted
HC30803,TN30,OSM01164,Phishing,281461.36,17,Tiruchirappalli,10.7272,78.5617,0.68,25,22.5,15,0.34,OSM01164,No Activity
HC30804,TN13,OSM00354,Job Fraud,210089.37,3,Madurai,9.9627,78.1993,0.78,9,9.04,2,0.57,OSM00354,No Activity
HC30805,TN30,OSM01120,Loan Fraud,37433.91,11,Tiruchirappalli,10.8219,78.694,0.68,25,49.52,8,0.38,OSM01120,Withdrawal Attempted
HC30806,TN03,OSM00183,Phishing,15528.67,11,Chennai,13.0185,80.1779,0.72,19,50.0,6,0.88,OSM00183,No Activity
HC30807,TN37,OSM00969,OTP Fraud,79236.34,0,Viluppuram,11.7662,79.5497,0.89,23,44.64,13,0.7,OSM00969,Withdrawal Attempted
HC30808,TN11,OSM00835,Identity Theft,285063.92,21,Karur,10.9681,78.049,0.42,9,27.12,3,0.71,OSM00835,Withdrawal Detected
HC30809,TN04,OSM00887,Job Fraud,6535.0,3,Coimbatore,10.9958,76.9779,0.99,18,10.65,10,0.15,OSM00887,Withdrawal Detected
HC30810,TN12,OSM00332,Investment Scam,22697.84,11,Krishnagiri,12.528,77.7897,0.78,2,6.82,20,0.13,OSM00332,Withdrawal Attempted
HC30811,TN03,OSM00578,OTP Fraud,77584.44,3,Chennai,12.8875,80.1477,0.41,3,47.77,9,0.75,OSM00578,Withdrawal Detected
HC30812,TN29,OSM01334,Card Skimming,152783.19,23,Thoothukudi,8.8003,78.1333,0.96,17,8.15,4,0.13,OSM01334,Withdrawal Detected
HC30813,TN03,OSM01590,Job Fraud,277885.61,0,Chennai,13.0571,80.2458,0.55,7,23.89,2,0.98,OSM01590,Withdrawal Detected
HC30814,TN03,OSM00517,Loan Fraud,74649.98,4,Chennai,12.9226,80.1293,0.73,3,48.99,19,0.37,OSM00517,Withdrawal Detected
HC30815,TN16,OSM00200,Phishing,49023.04,18,Kanniyakumari,8.1792,77.4223,0.68,15,12.73,15,0.22,OSM00200,Withdrawal Detected
HC30816,TN29,OSM01335,Investment Scam,34443.0,10,Thoothukudi,8.7877,78.1332,0.72,9,10.78,3,0.89,OSM01335,Withdrawal Attempted
HC30817,TN10,OSM00588,Phishing,171017.33,9,Kancheepuram,12.832,79.6945,0.64,19,37.62,18,0.82,OSM00588,Withdrawal Detected
HC30818,TN06,OSM00074,Phishing,4518.58,16,Dharmapuri,12.0167,78.0891,0.53,18,48.42,18,0.64,OSM00074,No Activity
HC30819,TN04,OSM00114,SIM Swap,123918.14,20,Coimbatore,10.9937,76.9618,0.96,2,49.7,14,0.8,OSM00114,Withdrawal Detected
HC30820,TN05,OSM00881,OTP Fraud,44200.69,10,Cuddalore,11.6051,79.5069,0.74,15,39.94,13,0.24,OSM00881,Withdrawal Detected
HC30821,TN37,OSM01169,Romance Scam,286372.61,20,Viluppuram,11.775,79.5089,0.72,10,43.81,18,0.12,OSM01169,No Activity
HC30822,TN33,OSM01551,UPI Fraud,153520.69,10,Tiruppur,11.0735,77.3703,0.97,7,18.66,11,0.87,OSM01551,No Activity
HC30823,TN03,OSM00601,Card Skimming,178985.97,19,Chennai,12.8304,80.2296,0.91,25,24.13,15,0.9,OSM00601,No Activity
HC30824,TN22,OSM01445,UPI Fraud,55024.95,21,Salem,11.6703,78.1142,0.86,7,12.7,19,0.57,OSM01445,No Activity
HC30825,TN03,OSM00934,Investment Scam,114557.73,4,Chennai,13.1026,80.2905,0.93,12,21.86,8,0.38,OSM00934,Withdrawal Detected
HC30826,TN30,OSM00556,OTP Fraud,258582.83,15,Tiruchirappalli,10.8152,78.6965,0.69,24,26.35,15,0.19,OSM00556,Withdrawal Detected
HC30827,TN03,OSM01358,UPI Fraud,95318.18,14,Chennai,13.0039,80.2517,0.54,25,47.18,17,0.68,OSM01358,Withdrawal Attempted
HC30828,TN03,OSM01123,OTP Fraud,81911.56,7,Chennai,13.0594,80.2445,0.43,13,34.08,17,0.96,OSM01123,Withdrawal Detected
HC30829,TN29,OSM01059,Job Fraud,59417.52,4,Thoothukudi,8.8175,78.1338,0.62,8,19.83,12,0.94,OSM01059,Withdrawal Attempted
HC30830,TN03,OSM00755,Phishing,3500.41,11,Chennai,13.0871,80.213,0.63,14,30.64,5,0.45,OSM00755,No Activity
HC30831,TN03,OSM00637,OTP Fraud,9799.87,4,Chennai,12.9286,80.1118,0.5,22,4.55,14,0.15,OSM00637,Withdrawal Attempted
HC30832,TN29,OSM01369,Romance Scam,137391.35,21,Thoothukudi,8.7993,78.1331,0.5,3,6.66,16,0.67,OSM01369,No Activity
HC30833,TN24,OSM00671,SIM Swap,80097.85,6,Tenkasi,8.9333,77.274,0.86,24,8.12,1,0.33,OSM00671,Withdrawal Attempted
HC30834,TN16,OSM00452,Romance Scam,83784.05,11,Kanniyakumari,8.0893,77.5492,0.67,19,8.0,4,0.97,OSM00452,Withdrawal Attempted
HC30835,TN03,OSM00971,Romance Scam,122470.73,19,Chennai,13.0999,80.2801,0.5,6,17.27,19,0.87,OSM00971,Withdrawal Attempted
HC30836,TN12,OSM01234,Identity Theft,115305.66,2,Krishnagiri,12.665,78.0059,0.69,13,32.81,12,0.49,OSM01234,Withdrawal Detected
HC30837,TN04,OSM01507,Phishing,210943.48,2,Coimbatore,10.6618,77.0079,0.57,17,13.21,4,0.59,OSM01507,Withdrawal Detected
HC30838,TN03,OSM00643,UPI Fraud,103288.85,6,Chennai,13.02,80.1408,0.95,21,49.97,9,0.46,OSM00643,Withdrawal Detected
HC30839,TN12,OSM01342,Identity Theft,290102.24,9,Krishnagiri,12.6615,78.013,0.93,5,24.01,12,0.55,OSM01342,No Activity
HC30840,TN03,OSM00183,Phishing,165944.09,7,Chennai,13.0185,80.1779,0.65,21,33.01,1,0.51,OSM00183,Withdrawal Attempted
HC30841,TN04,OSM01316,Romance Scam,184268.54,21,Coimbatore,11.0311,77.0287,0.66,5,38.66,7,0.23,OSM01316,No Activity
HC30842,TN16,OSM00964,Phishing,92214.1,17,Kanniyakumari,8.1936,77.4269,0.86,8,28.46,3,0.59,OSM00964,No Activity
HC30843,TN29,OSM00946,SIM Swap,47235.45,10,Thoothukudi,8.793,78.1208,0.44,12,44.79,14,0.9,OSM00946,Withdrawal Attempted
HC30844,TN29,OSM01367,UPI Fraud,282400.13,13,Thoothukudi,8.8068,78.1422,0.56,22,30.54,8,0.73,OSM01367,Withdrawal Attempted
HC30845,TN09,OSM01161,Phishing,156158.57,9,Kallakurichi,11.4777,79.0584,0.58,21,24.81,15,0.12,OSM01161,Withdrawal Attempted
HC30846,TN13,OSM01449,Loan Fraud,168484.25,5,Madurai,9.9255,78.0941,0.47,12,46.37,10,0.72,OSM01449,No Activity
HC30847,TN03,OSM00975,Investment Scam,170084.33,18,Chennai,13.0912,80.2825,0.89,13,9.97,10,0.61,OSM00975,Withdrawal Attempted
HC30848,TN33,OSM01553,Phishing,53904.27,20,Tiruppur,11.0382,77.3926,0.89,25,42.24,11,0.41,OSM01553,No Activity
HC30849,TN33,OSM00367,OTP Fraud,23928.97,9,Tiruppur,11.1672,77.3473,0.64,22,45.88,5,0.83,OSM00367,No Activity
HC30850,TN03,OSM00962,Identity Theft,209142.17,3,Chennai,13.0602,80.2603,0.95,15,6.58,20,0.88,OSM00962,No Activity
HC30851,TN08,OSM00474,Romance Scam,32794.11,11,Erode,11.45,77.7716,0.43,9,7.92,7,0.8,OSM00474,Withdrawal Detected
HC30852,TN29,OSM01382,Investment Scam,178241.18,23,Thoothukudi,9.0753,77.9349,0.64,14,33.01,4,0.15,OSM01382,Withdrawal Attempted
HC30853,TN30,OSM00785,Loan Fraud,226269.11,6,Tiruchirappalli,10.8605,78.6897,0.76,21,38.87,1,0.86,OSM00785,Withdrawal Attempted
HC30854,TN03,OSM00250,Phishing,296367.82,8,Chennai,13.0239,80.2165,0.96,23,34.73,13,0.39,OSM00250,No Activity
HC30855,TN33,OSM00367,Romance Scam,278505.21,10,Tiruppur,11.1672,77.3473,0.67,17,24.02,11,0.11,OSM00367,Withdrawal Detected
HC30856,TN16,OSM01055,Phishing,203568.94,5,Kanniyakumari,8.3881,77.6092,0.62,22,35.85,18,0.37,OSM01055,Withdrawal Detected
HC30857,TN03,OSM00336,SIM Swap,88662.6,18,Chennai,13.0644,80.249,0.67,7,24.59,12,0.68,OSM00336,Withdrawal Attempted
HC30858,TN04,OSM00667,Job Fraud,136993.39,21,Coimbatore,11.0165,76.9633,0.82,17,40.14,19,0.18,OSM00667,No Activity
HC30859,TN09,OSM00854,Phishing,145679.46,17,Kallakurichi,11.5773,78.9172,0.88,25,13.9,14,0.13,OSM00854,Withdrawal Attempted
HC30860,TN03,OSM01591,Investment Scam,119843.9,11,Chennai,12.9471,80.2098,0.73,22,29.14,10,0.9,OSM01591,Withdrawal Detected
HC30861,TN03,OSM01401,UPI Fraud,273144.57,6,Chennai,13.0027,80.2473,0.52,12,44.28,2,0.52,OSM01401,Withdrawal Attempted
HC30862,TN03,OSM00607,Phishing,23814.83,17,Chennai,13.0864,80.1984,0.86,6,14.26,1,0.94,OSM00607,Withdrawal Detected
HC30863,TN19,OSM01555,Loan Fraud,127958.86,0,Pudukkottai,10.077,78.7792,0.62,11,49.21,17,0.84,OSM01555,No Activity
HC30864,TN03,OSM01304,Romance Scam,17400.4,8,Chennai,12.981,80.1609,0.95,21,2.13,5,0.43,OSM01304,Withdrawal Detected
HC30865,TN30,OSM01163,UPI Fraud,43971.7,8,Tiruchirappalli,10.7596,78.6103,0.89,4,9.53,13,0.74,OSM01163,Withdrawal Attempted
HC30866,TN03,OSM00959,OTP Fraud,260408.36,16,Chennai,12.9974,80.2704,0.79,17,23.56,6,0.88,OSM00959,No Activity
HC30867,TN05,OSM01015,Identity Theft,238382.38,20,Cuddalore,11.6541,79.5497,0.48,19,10.97,14,0.83,OSM01015,Withdrawal Detected
HC30868,TN03,OSM00796,Phishing,136036.02,7,Chennai,13.0582,80.2414,0.78,16,47.01,3,0.61,OSM00796,No Activity
HC30869,TN19,OSM01570,SIM Swap,152817.81,14,Pudukkottai,10.0857,78.7937,0.72,8,8.64,17,0.53,OSM01570,Withdrawal Attempted
HC30870,TN11,OSM00437,Card Skimming,140698.09,1,Karur,10.8522,77.8482,0.63,25,9.79,4,0.53,OSM00437,No Activity
HC30871,TN25,OSM00272,Identity Theft,127672.75,21,Thanjavur,10.7873,79.1397,0.93,16,23.38,8,0.92,OSM00272,Withdrawal Attempted
HC30872,TN13,OSM01450,Investment Scam,55667.16,20,Madurai,9.9243,78.0946,0.83,6,38.64,19,0.41,OSM01450,No Activity
HC30873,TN30,OSM00954,Loan Fraud,251718.7,19,Tiruchirappalli,10.8867,78.7174,0.81,2,16.57,2,0.61,OSM00954,No Activity
HC30874,TN03,OSM00961,UPI Fraud,191548.11,19,Chennai,13.053,80.2514,0.94,21,38.22,12,0.77,OSM00961,No Activity
HC30875,TN19,OSM00446,Loan Fraud,108625.61,8,Pudukkottai,10.4821,78.7849,0.89,10,20.42,16,0.4,OSM00446,Withdrawal Detected
HC30876,TN03,OSM00190,UPI Fraud,160209.44,3,Chennai,13.0756,80.2693,0.75,11,10.81,18,0.68,OSM00190,Withdrawal Detected
HC30877,TN04,OSM00052,Identity Theft,185384.18,13,Coimbatore,10.9954,76.9754,0.68,5,40.97,4,0.79,OSM00052,No Activity
HC30878,TN29,OSM01562,Phishing,123490.41,18,Thoothukudi,8.7929,78.1204,0.47,6,19.46,19,0.49,OSM01562,Withdrawal Attempted
HC30879,TN03,OSM00493,Romance Scam,220344.78,21,Chennai,12.9267,80.1266,0.59,6,42.46,6,0.96,OSM00493,Withdrawal Detected
HC30880,TN29,OSM01492,Identity Theft,131126.34,11,Thoothukudi,8.6204,78.0703,0.7,16,4.14,7,0.74,OSM01492,Withdrawal Attempted
HC30881,TN25,OSM00987,Job Fraud,244381.52,11,Thanjavur,10.7297,79.0169,0.94,20,15.11,4,0.98,OSM00987,No Activity
HC30882,TN12,OSM01279,Job Fraud,208927.08,20,Krishnagiri,12.3587,78.2886,0.71,5,39.04,4,0.67,OSM01279,Withdrawal Attempted
HC30883,TN12,OSM01235,Card Skimming,150369.61,16,Krishnagiri,12.6011,78.1254,0.45,25,12.7,12,0.78,OSM01235,No Activity
HC30884,TN07,OSM01264,Card Skimming,229024.58,14,Dindigul,10.3597,77.9762,0.61,3,22.97,1,0.53,OSM01264,No Activity
HC30885,TN04,OSM00356,Identity Theft,35813.93,23,Coimbatore,11.168,76.9509,0.69,21,29.23,7,0.76,OSM00356,Withdrawal Attempted
HC30886,TN03,OSM00846,Investment Scam,267957.68,17,Chennai,12.9773,80.1938,0.7,8,28.84,3,0.26,OSM00846,Withdrawal Attempted
HC30887,TN24,OSM01107,Card Skimming,199519.2,0,Tenkasi,8.9761,77.2534,0.82,17,36.91,2,0.79,OSM01107,No Activity
HC30888,TN14,OSM01094,Phishing,201649.35,9,Mayiladuthurai,11.4368,79.5415,0.67,18,14.55,7,0.84,OSM01094,Withdrawal Detected
HC30889,TN04,OSM01339,OTP Fraud,234762.23,9,Coimbatore,11.1025,76.9318,0.68,9,27.88,14,0.96,OSM01339,No Activity
HC30890,TN29,OSM01052,UPI Fraud,169162.76,4,Thoothukudi,8.5602,77.9705,0.64,23,4.57,1,0.51,OSM01052,Withdrawal Detected
HC30891,TN35,OSM00094,Card Skimming,133896.12,9,The Nilgiris,11.3086,76.9328,0.71,5,40.62,2,0.17,OSM00094,No Activity
HC30892,TN04,OSM00657,Phishing,299445.02,14,Coimbatore,11.0159,77.0234,0.63,23,27.47,10,0.79,OSM00657,Withdrawal Attempted
HC30893,TN07,OSM01261,UPI Fraud,74738.16,18,Dindigul,10.3547,77.9658,0.45,3,4.67,9,0.96,OSM01261,Withdrawal Detected
HC30894,TN03,OSM00659,OTP Fraud,4228.76,7,Chennai,13.0801,80.2866,0.7,6,28.53,6,0.47,OSM00659,Withdrawal Attempted
HC30895,TN03,OSM00248,Job Fraud,268702.74,2,Chennai,13.0245,80.2245,0.53,10,37.95,10,0.91,OSM00248,Withdrawal Attempted
HC30896,TN16,OSM01055,Identity Theft,286563.51,14,Kanniyakumari,8.3881,77.6092,0.95,14,29.8,4,0.8,OSM01055,No Activity
HC30897,TN03,OSM00659,Romance Scam,186973.97,5,Chennai,13.0801,80.2866,0.54,17,20.62,16,0.22,OSM00659,No Activity
HC30898,TN31,OSM00067,Investment Scam,137222.67,16,Tirunelveli,8.7363,77.893,0.83,13,17.16,5,0.1,OSM00067,Withdrawal Attempted
HC30899,TN19,OSM01141,SIM Swap,138880.59,9,Pudukkottai,10.0735,78.7822,0.64,21,35.87,2,0.48,OSM01141,Withdrawal Attempted
HC30900,TN05,OSM01019,Job Fraud,77045.29,11,Cuddalore,11.7316,79.7642,0.76,22,34.52,9,0.11,OSM01019,No Activity
HC30901,TN03,OSM00511,SIM Swap,220973.23,12,Chennai,12.9229,80.1511,0.75,6,3.82,5,0.47,OSM00511,No Activity
HC30902,TN37,OSM00822,Loan Fraud,93811.9,3,Viluppuram,11.9379,79.5022,0.65,7,0.65,9,0.44,OSM00822,No Activity
HC30903,TN03,OSM00582,SIM Swap,249046.38,16,Chennai,12.9072,80.1425,0.95,23,42.48,11,0.33,OSM00582,Withdrawal Attempted
HC30904,TN13,OSM01479,Phishing,194076.33,12,Madurai,9.9293,78.1489,0.98,3,13.2,1,0.43,OSM01479,Withdrawal Detected
HC30905,TN24,OSM00671,Identity Theft,151113.08,8,Tenkasi,8.9333,77.274,0.6,19,6.28,10,0.46,OSM00671,No Activity
HC30906,TN14,OSM01601,Investment Scam,138821.26,18,Mayiladuthurai,10.9901,79.4354,0.71,17,6.67,1,0.57,OSM01601,Withdrawal Detected
HC30907,TN25,OSM01205,UPI Fraud,64878.23,17,Thanjavur,10.9576,79.3741,0.72,8,18.09,18,0.69,OSM01205,Withdrawal Detected
HC30908,TN04,OSM00042,SIM Swap,230772.25,1,Coimbatore,11.0212,76.9943,0.91,20,26.83,1,0.74,OSM00042,Withdrawal Detected
HC30909,TN03,OSM01311,Investment Scam,266737.58,5,Chennai,12.8639,80.2424,0.7,25,15.05,9,0.33,OSM01311,No Activity
HC30910,TN03,OSM00605,Card Skimming,233923.06,21,Chennai,12.8491,80.2285,0.93,22,21.56,3,0.9,OSM00605,Withdrawal Attempted
